0,0,0,0
0,1,0,0
1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
2,4,0,0
3,4,0,0
3,5,0,0
4,5,0,0
4,6,0,0
5,6,0,0
6,6,0,0
7,6,0,0
7,7,0,0
7,7,0,1
8,7,0,1
9,7,0,1
10,7,0,1
11,7,0,1
11,8,0,1
11,8,0,2
11,9,0,2
12,9,0,2
13,9,0,2
14,9,0,2
14,10,0,2
14,10,0,3
15,10,0,3
16,10,0,3
16,10,0,4
17,10,0,4
17,11,0,4
18,11,0,4
18,12,0,4
18,12,0,5
19,12,0,5
19,13,0,5
20,13,0,5
20,14,0,5
20,15,0,5
21,15,0,5
22,15,0,5
22,15,0,6
22,15,0,7
23,15,0,7
24,15,0,7
25,15,0,7
25,16,0,7
26,16,0,7
27,16,0,7
28,16,0,7
29,16,0,7
30,16,0,7
31,16,0,7
32,16,0,7
33,16,0,7
33,16,1,7
33,16,1,8
33,16,1,9
34,16,1,9
35,16,1,9
35,17,1,9
36,17,1,9
37,17,1,9
38,17,1,9
39,17,1,9
39,18,1,9
39,19,1,9
40,19,1,9
41,19,1,9
41,20,1,9
41,21,1,9
41,22,1,9
42,22,1,9
42,23,1,9
42,24,1,9
43,24,1,9
44,24,1,9
44,24,1,10
45,24,1,10
46,24,1,10
47,24,1,10
47,25,1,10
48,25,1,10
49,25,1,10
49,26,1,10
49,27,1,10
50,27,1,10
50,28,1,10
50,29,1,10
50,29,2,10
50,30,2,10
51,30,2,10
51,30,2,11
51,31,2,11
52,31,2,11
53,31,2,11
53,31,3,11
53,31,3,12
53,32,3,12
54,32,3,12
54,32,3,13
55,32,3,13
55,33,3,13
55,33,4,13
55,34,4,13
56,34,4,13
57,34,4,13
57,34,4,14
57,35,4,14
57,36,4,14
58,36,4,14
58,37,4,14
59,37,4,14
59,37,4,15
60,37,4,15
61,37,4,15
61,38,4,15
62,38,4,15
63,38,4,15
64,38,4,15
65,38,4,15
66,38,4,15
66,39,4,15
67,39,4,15
67,40,4,15
67,41,4,15
67,41,5,15
67,41,5,16
68,41,5,16
69,41,5,16
69,41,6,16
69,42,6,16
70,42,6,16
70,43,6,16
70,44,6,16
70,45,6,16
71,45,6,16
71,46,6,16
71,46,7,16
71,47,7,16
71,47,8,16
72,47,8,16
73,47,8,16
73,48,8,16
74,48,8,16
74,49,8,16
74,50,8,16
74,51,8,16
75,51,8,16
75,52,8,16
75,53,8,16
76,53,8,16
77,53,8,16
78,53,8,16
79,53,8,16
80,53,8,16
81,53,8,16
82,53,8,16
82,53,9,16
82,53,9,17
83,53,9,17
84,53,9,17
85,53,9,17
86,53,9,17
87,53,9,17
88,53,9,17
89,53,9,17
89,54,9,17
90,54,9,17
91,54,9,17
91,55,9,17
91,56,9,17
92,56,9,17
93,56,9,17
93,57,9,17
94,57,9,17
94,58,9,17
94,59,9,17
95,59,9,17
95,60,9,17
96,60,9,17
96,61,9,17
96,61,9,18
97,61,9,18
97,62,9,18
98,62,9,18
98,63,9,18
98,63,10,18
99,63,10,18
100,63,10,18
100,64,10,18
101,64,10,18
101,65,10,18
102,65,10,18
103,65,10,18
104,65,10,18
104,66,10,18
105,66,10,18
105,67,10,18
106,67,10,18
106,68,10,18
107,68,10,18
108,68,10,18
108,68,11,18
108,68,11,19
109,68,11,19
110,68,11,19
111,68,11,19
112,68,11,19
113,68,11,19
114,68,11,19
115,68,11,19
115,69,11,19
116,69,11,19
117,69,11,19
118,69,11,19
118,70,11,19
119,70,11,19
120,70,11,19
120,70,12,19
121,70,12,19
122,70,12,19
122,71,12,19
123,71,12,19
124,71,12,19
125,71,12,19
126,71,12,19
127,71,12,19
127,72,12,19
127,72,12,20
128,72,12,20
129,72,12,20
129,72,12,21
129,73,12,21
130,73,12,21
131,73,12,21
131,73,13,21
132,73,13,21
132,74,13,21
133,74,13,21
134,74,13,21
134,74,14,21
135,74,14,21
135,75,14,21
136,75,14,21
137,75,14,21
137,76,14,21
137,76,14,22
137,77,14,22
138,77,14,22
138,78,14,22
139,78,14,22
140,78,14,22
140,79,14,22
141,79,14,22
142,79,14,22
143,79,14,22
144,79,14,22
144,80,14,22
145,80,14,22
146,80,14,22
146,80,14,23
147,80,14,23
148,80,14,23
149,80,14,23
150,80,14,23
150,81,14,23
151,81,14,23
152,81,14,23
152,82,14,23
153,82,14,23
154,82,14,23
154,83,14,23
154,84,14,23
155,84,14,23
155,85,14,23
156,85,14,23
157,85,14,23
158,85,14,23
159,85,14,23
159,85,14,24
160,85,14,24
160,86,14,24
161,86,14,24
162,86,14,24
163,86,14,24
164,86,14,24
165,86,14,24
165,87,14,24
166,87,14,24
167,87,14,24
168,87,14,24
169,87,14,24
170,87,14,24
171,87,14,24
172,87,14,24
172,88,14,24
172,89,14,24
173,89,14,24
174,89,14,24
174,89,14,25
175,89,14,25
176,89,14,25
177,89,14,25
178,89,14,25
178,90,14,25
179,90,14,25
180,90,14,25
181,90,14,25
181,91,14,25
182,91,14,25
182,91,15,25
183,91,15,25
184,91,15,25
184,91,15,26
185,91,15,26
186,91,15,26
187,91,15,26
188,91,15,26
188,92,15,26
189,92,15,26
190,92,15,26
190,93,15,26
191,93,15,26
192,93,15,26
193,93,15,26
193,94,15,26
194,94,15,26
194,95,15,26
194,96,15,26
195,96,15,26
195,96,15,27
196,96,15,27
197,96,15,27
198,96,15,27
199,96,15,27
200,96,15,27
200,97,15,27
200,98,15,27
201,98,15,27
201,99,15,27
202,99,15,27
203,99,15,27
203,99,15,28
204,99,15,28
205,99,15,28
206,99,15,28
207,99,15,28
208,99,15,28
209,99,15,28
209,100,15,28
209,101,15,28
210,101,15,28
211,101,15,28
212,101,15,28
212,102,15,28
212,103,15,28
212,104,15,28
213,104,15,28
214,104,15,28
215,104,15,28
216,104,15,28
217,104,15,28
217,105,15,28
217,106,15,28
217,106,15,29
218,106,15,29
219,106,15,29
219,107,15,29
220,107,15,29
221,107,15,29
221,108,15,29
221,109,15,29
222,109,15,29
223,109,15,29
224,109,15,29
225,109,15,29
225,110,15,29
226,110,15,29
227,110,15,29
227,111,15,29
228,111,15,29
228,112,15,29
229,112,15,29
230,112,15,29
230,113,15,29
231,113,15,29
232,113,15,29
233,113,15,29
234,113,15,29
235,113,15,29
236,113,15,29
236,113,15,30
237,113,15,30
238,113,15,30
238,114,15,30
238,115,15,30
239,115,15,30
240,115,15,30
241,115,15,30
241,116,15,30
242,116,15,30
243,116,15,30
243,117,15,30
244,117,15,30
244,117,15,31
244,118,15,31
244,119,15,31
244,119,15,32
245,119,15,32
246,119,15,32
247,119,15,32
247,120,15,32
248,120,15,32
249,120,15,32
249,121,15,32
250,121,15,32
250,121,15,33
251,121,15,33
252,121,15,33
253,121,15,33
253,122,15,33
254,122,15,33
254,123,15,33
255,123,15,33
255,124,15,33
256,124,15,33
256,125,15,33
257,125,15,33
258,125,15,33
259,125,15,33
259,125,15,34
260,125,15,34
260,126,15,34
260,127,15,34
261,127,15,34
262,127,15,34
262,127,15,35
263,127,15,35
264,127,15,35
264,128,15,35
265,128,15,35
266,128,15,35
266,129,15,35
267,129,15,35
268,129,15,35
269,129,15,35
270,129,15,35
271,129,15,35
271,129,16,35
272,129,16,35
273,129,16,35
274,129,16,35
275,129,16,35
276,129,16,35
277,129,16,35
278,129,16,35
279,129,16,35
280,129,16,35
281,129,16,35
281,130,16,35
282,130,16,35
283,130,16,35
283,130,17,35
284,130,17,35
285,130,17,35
286,130,17,35
287,130,17,35
288,130,17,35
289,130,17,35
290,130,17,35
291,130,17,35
292,130,17,35
293,130,17,35
294,130,17,35
294,131,17,35
294,132,17,35
